external_id,title,description,price,old_price,category,image,url,in_stock
680,Boxspringbett Lindos,"",829.00,"",Betten,https://cdn1.home24.net/images/media/catalog/product/350x350/png/7/2/72547acb889746b8b268aa87ff67742a.cropped-5-112-1262-732.processed.jpg,https://www.home24.de/produkt/boxspringbett-lindos-braun-liegeflaeche-breite-120-cm,1
681,Boxspringbett ALEGRE,"",1179.99,"",Betten,https://cdn1.home24.net/images/media/catalog/product/350x350/jpg/4/7/479917b80ac74886b2cd838da4710730.jpg,https://www.home24.de/produkt/boxspringbett-alegre-grau-4912,1
682,Boxspringbett Lennox,"",799.99,"",Betten,https://cdn1.home24.net/images/media/catalog/product/350x350/png/f/4/f4beabe659974bd8bf49418323ec9302.cropped-78-67-1796-1334.jpg,https://www.home24.de/produkt/boxspringbett-lennox-liegeflaeche-breite-90-cm-8aeb,1
683,Boxspringbett DIONA Überlänge Faro,"",1018.00,"",Betten,https://cdn1.home24.net/images/media/catalog/product/350x350/png/1/4/14162f2b230841c2a2cd40711ce690a0.cropped-330-215-1512-766.jpg,https://www.home24.de/produkt/boxspringbett-diona-ueberlaenge-faro-schwarz-webstoff-190-x-105-x-231-cm,1
684,Premium Boxspringbett Jodan Stoff Megan,"",1129.00,"",Betten,https://cdn1.home24.net/images/media/catalog/product/350x350/png/2/8/2899986d83db4c28b6c86907f28c465d.cropped-66-426-1364-788.jpg,https://www.home24.de/produkt/premium-boxspringbett-jodan-stoff-megan-grau-liegeflaeche-breite-120-cm,1
685,Boxspringbett Oak,"",1399.00,"",Betten,https://cdn1.home24.net/images/media/catalog/product/350x350/png/9/4/94ac7b6de90e46d5966cc6b01847da65.cropped-47-530-1453-640.jpg,https://www.home24.de/produkt/boxspringbett-oak-schwarz-liegeflaeche-breite-120-cm,1
686,Bettgestell X851,"",130.99,"",Betten,"",https://www.home24.de/produkt/bettgestell-x851-raucheiche-dekor,1
688,Boxspringbett ADRIEN in Überlänge,"",1014.00,"",Betten,https://cdn1.home24.net/images/media/catalog/product/350x350/png/a/6/a6c3ee85ee714c7e91a733d6a7d79df9.cropped-217-471-1534-754.jpg,https://www.home24.de/produkt/boxspringbett-adrien-in-ueberlaenge-breite-144-cm,1
689,Boxspringbett MIAMI,"",1029.90,"",Betten,https://cdn1.home24.net/images/media/catalog/product/350x350/png/1/9/19ec2ad1be394fe091d589af6822f52d.cropped-82-458-1364-788.jpg,https://www.home24.de/produkt/boxspringbett-miami-beige-holzwerkstoff-160-x-105-x-207-cm,1
690,Boxspringbett MARTEN Überlänge Set.1,"",1127.00,"",Betten,https://cdn1.home24.net/images/media/catalog/product/350x350/png/2/b/2b7bf4eb874942e0b06633e5110e4be7.cropped-259-245-1462-822.jpg,https://www.home24.de/produkt/boxspringbett-marten-ueberlaenge-set-1-breite-153-cm-8b5c,1
691,Premium Boxspringbett Reto,"",1269.00,"",Betten,https://cdn1.home24.net/images/media/catalog/product/350x350/png/3/c/3c1d3592b0424ff19e029dbfa372d354.cropped-116-530-1280-512.jpg,https://www.home24.de/produkt/premium-boxspringbett-reto-graubraun-liegeflaeche-breite-120-cm,1
692,Boxspringbett NOVA-Z KING,"",1379.90,"",Betten,https://cdn1.home24.net/images/media/catalog/product/350x350/png/b/0/b04f0835c0f1461581d531c707635698.cropped-72-376-1428-848.jpg,https://www.home24.de/produkt/boxspringbett-nova-z-king-weiss-breite-120-cm,1
693,Boxspringbett ADRIEN in Überlänge,"",1014.00,"",Betten,https://cdn1.home24.net/images/media/catalog/product/350x350/png/2/1/213551a7c3d2454a844044bd78796b69.cropped-213-471-1538-754.jpg,https://www.home24.de/produkt/boxspringbett-adrien-in-ueberlaenge-breite-144-cm-520a,1
694,Boxspringbett Luanda Single,"",609.00,"",Betten,https://cdn1.home24.net/images/media/catalog/attribute/18x18/png/subcolor-4097-421717.png,https://www.home24.de/produkt/boxspringbett-luanda-single-weiss-liegeflaeche-breite-80-cm,1
695,Boxspringbett KALYPSO Überlänge Faro,"",1018.00,"",Betten,"",https://www.home24.de/produkt/boxspringbett-kalypso-ueberlaenge-faro-schwarz-webstoff-190-x-105-x-231-cm,1
696,Einzelbett Rossella,"",980.99,"",Boxspringbetten,https://cdn1.home24.net/images/media/catalog/product/350x350/jpg/7/5/7534c5454514428ab4dc2cdad0a0bf96.jpg,https://www.home24.de/produkt/einzelbett-rossella-grau-massivholz-215-x-95-x-95-cm,1
697,Einzelbett Beatrice,"",693.99,"",Boxspringbetten,https://cdn1.home24.net/images/media/catalog/product/350x350/jpg/f/0/f0fa6e47a2c84c5cbc83a2002d1545e7.jpg,https://www.home24.de/produkt/einzelbett-beatrice-weiss-massivholz-205-x-95-x-95-cm,1
698,Doppelbett Morena,"",1425.99,"",Boxspringbetten,https://cdn1.home24.net/images/media/catalog/product/350x350/png/e/4/e4ed1931b1ca4401beb3d88ec734a3b6.cropped-183-171-1614-1162.processed.jpg,https://www.home24.de/produkt/doppelbett-morena-grau-massivholz-215-x-95-x-175-cm,1
699,Einzelbett Serena,"",693.99,"",Boxspringbetten,https://cdn1.home24.net/images/media/catalog/product/350x350/png/c/6/c6c7d074a89a4e909a59e0d443eced1c.cropped-263-156-1568-1065.processed.jpg,https://www.home24.de/produkt/einzelbett-serena-weiss-massivholz-205-x-32-x-105-cm,1
700,Boxbett ESPOO 3 mit Bettkasten,"",1569.99,"",Boxspringbetten,https://cdn1.home24.net/images/media/catalog/product/350x350/png/3/5/350238ae3d53457c9132b16424ef3273.cropped-93-46-2378-1796.jpg,https://www.home24.de/produkt/boxbett-espoo-3-mit-bettkasten-anthrazit-liegeflaeche-breite-180-cm,1
701,Einzelbett Victoria,"",892.99,"",Boxspringbetten,https://cdn1.home24.net/images/media/catalog/product/350x350/png/a/a/aab7899f69c04e4f8097236d2ea54f24.cropped-383-0-1307-1147.processed.jpg,https://www.home24.de/produkt/einzelbett-victoria-weiss-massivholz-205-x-95-x-95-cm,1
702,Einzelbett Amanda,"",906.99,"",Boxspringbetten,https://cdn1.home24.net/images/media/catalog/attribute/18x18/png/subcolor-4314-421473.png,https://www.home24.de/produkt/einzelbett-amanda-grau-massivholz-205-x-95-x-95-cm,1
703,Boxbett Hodela mit Stauraum,"",1199.99,"",Boxspringbetten,"",https://www.home24.de/produkt/boxbett-hodela-mit-stauraum-chenille-aponi-creme-160-x-200cm,1
704,Einzelbett Rossella,"",980.99,"",Boxspringbetten,https://cdn1.home24.net/images/media/catalog/product/350x350/jpg/7/5/7534c5454514428ab4dc2cdad0a0bf96.jpg,https://www.home24.de/produkt/einzelbett-rossella-grau-massivholz-215-x-95-x-95-cm,1
705,Einzelbett Beatrice,"",693.99,"",Boxspringbetten,https://cdn1.home24.net/images/media/catalog/product/350x350/jpg/f/0/f0fa6e47a2c84c5cbc83a2002d1545e7.jpg,https://www.home24.de/produkt/einzelbett-beatrice-weiss-massivholz-205-x-95-x-95-cm,1
706,Doppelbett Morena,"",1425.99,"",Boxspringbetten,https://cdn1.home24.net/images/media/catalog/product/350x350/png/e/4/e4ed1931b1ca4401beb3d88ec734a3b6.cropped-183-171-1614-1162.processed.jpg,https://www.home24.de/produkt/doppelbett-morena-grau-massivholz-215-x-95-x-175-cm,1
707,Einzelbett Serena,"",693.99,"",Boxspringbetten,https://cdn1.home24.net/images/media/catalog/product/350x350/png/c/6/c6c7d074a89a4e909a59e0d443eced1c.cropped-263-156-1568-1065.processed.jpg,https://www.home24.de/produkt/einzelbett-serena-weiss-massivholz-205-x-32-x-105-cm,1
708,Boxbett ESPOO 3 mit Bettkasten,"",1569.99,"",Boxspringbetten,https://cdn1.home24.net/images/media/catalog/product/350x350/png/3/5/350238ae3d53457c9132b16424ef3273.cropped-93-46-2378-1796.jpg,https://www.home24.de/produkt/boxbett-espoo-3-mit-bettkasten-anthrazit-liegeflaeche-breite-180-cm,1
709,Einzelbett Victoria,"",892.99,"",Boxspringbetten,https://cdn1.home24.net/images/media/catalog/product/350x350/png/a/a/aab7899f69c04e4f8097236d2ea54f24.cropped-383-0-1307-1147.processed.jpg,https://www.home24.de/produkt/einzelbett-victoria-weiss-massivholz-205-x-95-x-95-cm,1
710,Einzelbett Amanda,"",906.99,"",Boxspringbetten,https://cdn1.home24.net/images/media/catalog/attribute/18x18/png/subcolor-4314-421473.png,https://www.home24.de/produkt/einzelbett-amanda-grau-massivholz-205-x-95-x-95-cm,1
711,Boxbett Hodela mit Stauraum,"",1199.99,"",Boxspringbetten,"",https://www.home24.de/produkt/boxbett-hodela-mit-stauraum-chenille-aponi-creme-160-x-200cm,1
712,Einzelbett Rossella,"",980.99,"",Boxspringbetten,https://cdn1.home24.net/images/media/catalog/product/350x350/jpg/7/5/7534c5454514428ab4dc2cdad0a0bf96.jpg,https://www.home24.de/produkt/einzelbett-rossella-grau-massivholz-215-x-95-x-95-cm,1
713,Einzelbett Beatrice,"",693.99,"",Boxspringbetten,https://cdn1.home24.net/images/media/catalog/product/350x350/jpg/f/0/f0fa6e47a2c84c5cbc83a2002d1545e7.jpg,https://www.home24.de/produkt/einzelbett-beatrice-weiss-massivholz-205-x-95-x-95-cm,1
714,Doppelbett Morena,"",1425.99,"",Boxspringbetten,https://cdn1.home24.net/images/media/catalog/product/350x350/png/e/4/e4ed1931b1ca4401beb3d88ec734a3b6.cropped-183-171-1614-1162.processed.jpg,https://www.home24.de/produkt/doppelbett-morena-grau-massivholz-215-x-95-x-175-cm,1
